TECTONIC SETTING,LATITUDE,LONGITUDE,LAND OR SEA,SAMPLE NAME,SIO2(WT%),TIO2(WT%),AL2O3(WT%),Fe2O3T(WT%),CAO(WT%),MGO(WT%),MNO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),Fe2O3T,NI(PPM),CU(PPM),ZN(PPM),SC(PPM),V(PPM),CR(PPM),CO(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM)
OCEAN ISLAND,65.5571,-16.8086,SAE,s_A65 [19680],49.535450299999994,1.01539428,14.77118845,12.929,12.09578442,7.765367675,0.19788195600000003,0.15490759199999998,1.903864275,0.0999,11.18,86.51621417,226.9098523,57.87419187,42.21568246,279.4506693,102.33110690000001,80.32924659,2.739055673,105.87486840000001,23.59648421,73.71095257,5.068825233,0.051852999999999996,38.61845126,5.660261864,12.43381209,1.7083182769999998,8.842194978,2.831797491,0.9867469609999999,2.642737721,0.618519671,3.808394252,0.966090654,3.109104872,0.383597391,2.469329571,0.439734374,1.9419495340000001,0.159883007
OCEAN ISLAND,65.6334,-16.7969,SAE,s_A14 [19680],51.255,1.2819999999999998,14.829,12.665999999999999,10.235,6.042000000000001,0.2,0.38299999999999995,2.613,0.22699999999999998,11.18,76.06720448,144.9607255,80.41389129,35.70828111,252.13085730000003,28.22733497,44.13671027,6.6207820879999995,139.2871044,36.24154948,169.3382449,14.64860726,0.0401,92.98954488,14.10124363,32.69350702,4.107656196000001,19.34670186,5.102954317,1.630426642,4.910057165,1.06019133,6.40004617,1.448677091,4.071252468,0.6048372710000001,3.739021155,0.56283917,3.658081645,0.83571251
OCEAN ISLAND,65.6107,-16.8013,SAE,s_A49 [19680],47.81998446,0.927547096,14.69529503,12.755999999999998,12.49747667,7.97232209,0.191287908,0.0986,1.713620844,0.0777,10.77,106.78424050000001,258.0820311,61.18400429,40.37082353,249.88229040000002,120.721943,85.87304897,1.601967348,100.9961399,17.74583714,46.58499465,3.695629345,0.068879,23.71772277,3.227190457,8.915968538,1.1985757129999999,5.626098521,2.201313826,0.582493743,2.251934625,0.373098194,3.565443083,0.636628689,2.398486362,0.36089306299999996,1.9697192019999998,0.29533662899999996,1.090048297,0.31056581
OCEAN ISLAND,65.6269,-16.7936,SAE,s_A53 [19680],50.10198113,1.03378078,14.60651493,12.822000000000001,11.53607636,7.381015326,0.19838223300000002,0.209348085,2.091487055,0.11464299900000001,11.11,87.35533962,180.3410892,69.53523823,37.71661558,269.1707962,85.56980772,61.99501391,3.6513220619999998,110.4710669,23.18115999,84.90013496,6.309973969,0.0516,49.30996065,6.524242697,16.18783607,2.032374981,9.41888364,3.210081974,0.923613804,3.591122235,0.5923650020000001,3.8810892519999998,0.888552839,2.704645878,0.414754303,2.977016755,0.315938212,2.474909817,0.36822336200000005
OCEAN ISLAND,65.6358,-16.7941,SAE,s_A13 [19680],48.85095047,1.0147646479999999,14.879875699999998,10.82,12.47068618,8.108099764,0.20034839999999998,0.11319684599999999,1.718989275,0.0932,11.28,88.31271295,110.274387,63.50364864,42.99345115,277.5834555,139.7245246,50.71529988,1.94572298,101.2906624,21.21062417,57.70402996,4.479209382,0.0662,30.142938300000004,4.199226135,10.61857446,1.361207754,7.299046081,2.64823824,0.803028313,3.0247015339999996,0.492663599,3.978526117,0.815863971,2.15881614,0.34312914,2.62102086,0.229299411,1.841464826,0.387986737
OCEAN ISLAND,65.6454,-16.7898,SAE,s_A11 [19680],48.48592005,0.99193699,14.85805618,11.12,12.55520246,8.304472478,0.19498761399999998,0.10299345800000001,1.7298901130000002,0.082,11.06,99.63013341,100.2493317,54.75781834,43.26888818,284.66828,142.9347883,49.91396322,1.56252926,104.99351979999999,21.76699041,51.74513929,2.50221512,0.0219202,26.49730833,3.764260164,9.198691555,1.267894331,7.523165831,2.133450588,0.838114006,2.559669585,0.577786394,4.043427485,0.6739694490000001,2.390294908,0.37440254700000003,2.684881546,0.354182254,1.730070513,0.183000225
OCEAN ISLAND,65.6154,-16.8013,SAE,s_A51 [19680],48.87150838,1.061314025,14.68418065,12.852,12.15204559,7.790645688,0.19924669,0.148183468,1.8212549169999999,0.10412892300000001,11.22,71.85709766,191.9636873,69.14760841,39.739758,281.9346068,124.48217920000002,82.95948851,2.679687639,106.25717809999999,19.77904605,62.84368863,5.279293388,0.079,37.87368303,4.742474504,12.00533541,1.67519502,8.395625662,3.075438662,1.267787742,3.318652947,0.46249661700000005,3.41049703,0.867462554,2.372724474,0.350069054,2.820186845,0.316729412,2.149691299,0.312644801
INTRAPLATE VOLCANICS,43.1144,117.9661,SAE,s_11BCH01 [19710],47.6,2.068,12.64,10.18,8.54,10.55,0.156,1.69,3.95,0.49200000000000005,11.1,286.0,53.3,113.0,19.6,185.0,316.0,59.2,23.5,690.0,20.9,175.0,39.9,0.41,287.0,22.6,46.4,5.72,24.0,5.64,1.81,5.21,0.78,4.23,0.75,1.91,0.24,1.42,0.19,3.93,2.15
INTRAPLATE VOLCANICS,43.1144,117.9661,SAE,s_11BCH02 [19710],47.68,2.0709999999999997,12.11,10.11,9.52,10.39,0.152,1.57,3.42,0.5,10.98,269.0,49.1,105.0,23.3,203.0,461.0,56.7,20.4,538.0,20.3,162.0,36.3,0.34,269.0,20.5,42.4,5.26,22.4,5.39,1.76,4.97,0.75,4.13,0.73,1.79,0.23,1.33,0.18,3.7,1.98
INTRAPLATE VOLCANICS,43.1144,117.9661,SAE,s_11BCH03 [19710],47.8,2.148,12.71,9.63,8.8,10.02,0.153,1.68,3.81,0.508,10.95,254.0,55.6,108.0,20.3,189.0,319.0,55.3,22.6,665.0,20.6,171.0,39.1,0.37,337.0,21.7,44.5,5.47,23.1,5.5,1.78,5.04,0.76,4.12,0.72,1.81,0.23,1.34,0.19,3.79,2.1
INTRAPLATE VOLCANICS,43.1144,117.9661,SAE,s_11BCH04 [19710],47.39,2.197,13.46,13.12,9.18,8.6,0.146,1.81,4.12,0.551,10.61,218.0,57.5,109.0,17.1,177.0,205.0,50.6,23.9,585.0,21.7,181.0,42.2,0.37,312.0,23.5,48.3,5.91,24.9,5.79,1.86,5.34,0.8,4.34,0.76,1.91,0.25,1.43,0.2,4.02,2.29
INTRAPLATE VOLCANICS,43.1144,117.9661,SAE,s_11BCH05 [19710],47.8,2.17,13.94,8.98,8.73,8.3,0.151,1.74,3.76,0.552,10.83,218.0,51.7,111.0,16.9,177.0,182.0,52.5,22.4,627.0,21.4,177.0,40.6,0.25,374.0,23.5,47.2,5.82,24.5,5.68,1.88,5.27,0.78,4.28,0.76,1.88,0.25,1.4,0.19,3.94,2.19
INTRAPLATE VOLCANICS,43.1144,117.9661,SAE,s_11BCH06 [19710],48.28,2.234,13.84,8.79,8.51,8.49,0.14800000000000002,1.81,3.98,0.563,10.78,220.0,57.8,111.0,17.6,183.0,217.0,51.3,24.1,605.0,22.0,186.0,43.2,0.35,339.0,24.3,49.6,6.1,25.5,5.95,1.92,5.51,0.81,4.45,0.79,1.98,0.26,1.47,0.2,4.16,2.33
INTRAPLATE VOLCANICS,43.1144,117.9661,SAE,s_11BCH08 [19710],48.54,2.254,13.91,8.65,7.94,8.73,0.152,2.03,4.06,0.598,10.65,227.0,54.0,111.0,16.8,179.0,207.0,51.1,27.4,645.0,22.6,200.0,45.9,0.38,352.0,26.8,54.5,6.68,27.5,6.28,2.02,5.71,0.84,4.54,0.8,2.02,0.26,1.5,0.21,4.39,2.49
INTRAPLATE VOLCANICS,43.1144,117.9661,SAE,s_11BCH09 [19710],48.3,2.2569999999999997,14.04,9.84,8.0,8.48,0.153,2.08,3.71,0.615,10.41,217.0,52.6,111.0,16.8,176.0,201.0,48.8,28.9,667.0,23.2,206.0,46.6,0.44,393.0,28.0,57.2,6.94,28.6,6.43,2.07,5.87,0.85,4.68,0.83,2.07,0.27,1.55,0.21,4.53,2.55
CONTINENTAL FLOOD BASALT,70.1122107,-53.6860566,SAE,s_113327 [13654],47.4,1.48,14.5,11.07,12.2,9.02,0.18,0.14,1.88,0.19,11.81,148.7972929,157.4160547,81.93428777,44.79494597,343.2375494,362.194227,51.4509083,2.02,130.27,25.91398328,74.22377792,3.016634051,0.012720157,31.45641253,3.467710372,10.14350946,1.711265209,9.3,3.19,1.180348131,3.968237855,0.687957714,4.28611778,0.933898674,2.556491873,0.37311025600000003,2.2192613569999997,0.326874691,2.1296189709999997,0.218199609
CONTINENTAL FLOOD BASALT,70.1123345,-53.6861781,SAE,s_113328 [13654],47.23,1.47,14.48,10.71,12.06,9.17,0.19,0.07,1.85,0.17,10.95,160.88977419999998,169.4479508,79.64143426,45.48653213,336.7570534,380.6119273,51.49804821,0.40348808799999997,166.2609179,25.55459978,72.80979176,2.9322709160000002,0.00498,18.15008009,3.305776892,9.79918709,1.692144466,9.132359451000001,3.081082264,1.166911302,3.949973499,0.674621103,4.393765146000001,0.930721558,2.567444508,0.362287115,2.2654064590000003,0.32397881,2.115069135,0.22509960199999998
CONTINENTAL FLOOD BASALT,71.30454619,-115.758618,SAE,s_11MH131A2 [19776],47.27089007,1.210400111,12.80371131,9.09,13.72094899,8.062507189,0.20094236399999998,1.315667332,1.6559852919999998,0.0917,12.11,67.3,129.5,64.3,43.226619299999996,353.0,187.3,57.9,37.2,609.3,22.6,76.9,3.45,1.89,332.0,5.14,12.43,1.84,8.72,2.61,0.92,2.95,0.56,3.47,0.65,1.96,0.3,1.88,0.29,1.97,0.23
CONTINENTAL FLOOD BASALT,71.30461619,-115.75848970000001,SAE,s_11MH130A2 [19776],47.644552399999995,1.3784558580000001,13.12359524,8.7,12.35372168,7.198247202999999,0.212527854,0.573402725,1.883465634,0.112232216,12.68,44.9,151.6,105.6,42.08950677,380.2,132.1,66.8,16.7,215.3,24.9,90.9,4.55,0.98,148.7,6.49,15.46,2.3,10.6,3.08,1.13,3.58,0.66,4.04,0.74,2.15,0.33,2.1,0.34,2.47,0.3
CONTINENTAL FLOOD BASALT,71.29866286,-115.75722140000002,SAE,s_11BH185A2 [19776],45.36,1.19,13.13,8.36,13.81,8.6,0.13,1.91,1.59,0.08,10.31,67.6,104.3,31.3,43.6,366.4,195.8,49.9,58.4,591.8,22.8,87.5,3.92,0.55,340.2,5.61,13.58,1.99,9.16,2.65,1.15,3.21,0.58,3.76,0.68,2.03,0.3,1.92,0.32,2.21,0.25
CONTINENTAL FLOOD BASALT,71.29866286,-115.75722140000002,SAE,s_11BH185A2 [19776],45.36305537,1.192528891,13.1259853,8.2,13.81202959,8.603308063,0.12794282699999998,1.911143781,1.588461303,0.08,10.31,73.9,110.8,31.3,43.55541684,366.4,195.8,49.9,58.4,591.8,22.8,87.5,3.92,0.55,340.2,5.61,13.58,1.99,9.16,2.65,1.15,3.21,0.58,3.76,0.68,2.03,0.3,1.92,0.32,2.21,0.25
CONTINENTAL FLOOD BASALT,71.29927119,-115.75672639999999,SAE,s_11BH209A1 [19776],49.05134051,0.987454594,12.85041877,9.07,11.61320632,9.442662948999999,0.11427383599999999,3.095147977,1.23362927,0.0934,8.21,116.5,18.1,18.6,37.97147873,288.6,456.7,40.1,93.5,983.0,22.3,104.2,5.61,2.04,507.3,14.11,28.24,3.48,13.95,3.27,1.04,3.47,0.62,3.71,0.68,2.03,0.31,2.04,0.32,2.63,0.43
CONTINENTAL FLOOD BASALT,71.28017285,-115.6828564,SAE,s_11BH154A2 [19776],47.35396425,1.4301705740000001,12.792254699999999,7.9,11.37283086,6.800633969,0.19397533,2.285516009,2.336777214,0.11215852300000001,12.24,39.3,132.2,55.0,46.12303548,426.3,61.1,64.0,95.6,507.9,27.1,95.5,4.42,1.02,884.8,6.12,15.42,2.31,10.68,3.26,1.21,3.72,0.67,4.18,0.77,2.3,0.36,2.26,0.35,2.54,0.29
CONTINENTAL FLOOD BASALT,71.27812618,-115.67938810000001,SAE,s_11BH167A2 [19776],46.36956489,1.1902574559999999,12.914916999999999,8.19,10.33343665,8.059960188,0.202428589,3.242147521,0.995488547,0.0932,12.25,54.5,131.4,114.6,42.54465839,396.0,188.6,65.2,83.1,584.1,22.1,77.9,3.49,0.72,477.8,5.18,12.54,1.87,8.67,2.61,1.07,3.07,0.56,3.69,0.68,1.94,0.32,1.92,0.31,2.04,0.23
CONTINENTAL FLOOD BASALT,71.28615618,-115.70337140000001,SAE,s_11BH366B1 [19776],46.59634551,1.183814333,13.70570915,8.42,12.08458431,8.116604483,0.18917024,2.260149764,1.6302302990000002,0.0882,11.61,70.3,105.4,107.8,46.48078596,372.2,209.8,59.7,52.7,442.6,21.1,70.1,2.82,0.8,511.8,4.86,12.03,1.77,8.25,2.49,0.97,2.94,0.54,3.36,0.6,1.84,0.27,1.78,0.29,1.79,0.21
INTRAPLATE VOLCANICS,44.75,90.375,SAE,s_QT-6 [19825],46.55,1.1,12.82,12.165,11.08,9.66,0.2,2.93,1.54,0.48,10.82,157.0,211.0,84.9,47.8,424.0,359.0,49.9,61.6,470.0,19.6,64.4,2.4,1.7,149.0,7.73,18.9,2.73,13.0,3.69,1.07,3.68,0.56,3.46,0.74,1.95,0.28,1.81,0.27,1.87,0.18
INTRAPLATE VOLCANICS,44.75,90.375,SAE,s_SHJ-6-1 [19825],46.17,1.09,13.63,9.25,10.97,9.37,0.2,2.87,1.92,0.46,10.64,152.0,215.0,85.1,48.3,431.0,363.0,48.7,66.8,465.0,19.9,66.4,2.4,2.04,150.0,7.71,18.9,2.73,13.1,3.69,1.07,3.71,0.56,3.51,0.75,1.95,0.28,1.83,0.26,1.88,0.18
INTRAPLATE VOLCANICS,44.75,90.375,SAE,s_SHJ-6-2 [19825],47.62,1.09,12.49,9.21,11.11,8.44,0.19,2.9,1.78,0.44,10.86,159.0,203.0,86.6,47.4,420.0,358.0,49.5,71.5,463.0,19.8,66.5,2.43,2.06,157.0,7.91,19.0,2.75,13.1,3.69,1.09,3.72,0.57,3.5,0.74,1.94,0.28,1.81,0.27,1.86,0.17
INTRAPLATE VOLCANICS,44.75,90.375,SAE,s_SHJ-6-3 [19825],45.74,1.11,11.8,16.24,11.22,10.24,0.21,2.96,1.56,0.47,10.99,173.0,213.0,85.0,48.2,427.0,387.0,50.6,70.6,411.0,19.4,65.8,2.28,2.57,146.0,7.37,18.4,2.67,12.8,3.61,1.06,3.58,0.55,3.4,0.73,1.9,0.27,1.78,0.26,1.87,0.17
INTRAPLATE VOLCANICS,44.75,90.375,SAE,s_SHJ-25-1 [19825],46.76,1.39,15.18,9.48,6.25,6.04,0.19,2.65,4.47,0.37,10.44,36.2,121.0,94.6,36.1,381.0,60.5,37.5,95.5,498.0,22.0,58.9,2.43,1.4,419.0,10.1,25.2,3.79,17.9,4.86,1.55,4.63,0.66,3.96,0.83,2.13,0.31,1.95,0.29,1.68,0.16
INTRAPLATE VOLCANICS,44.75,90.375,SAE,s_SHJ-32-2 [19825],46.22,1.11,17.91,10.42,8.12,3.98,0.18,1.6,3.31,0.4,9.01,19.1,64.0,88.4,26.4,295.0,27.1,27.7,38.5,757.0,22.3,83.3,3.3,0.44,244.0,13.0,29.8,4.22,18.8,4.86,1.64,4.62,0.66,3.98,0.83,2.17,0.31,2.04,0.3,2.15,0.22
INTRAPLATE VOLCANICS,44.75,90.375,SAE,s_SHJ-34-1 [19825],49.11,0.91,17.48,12.01,7.29,3.96,0.19,4.06,3.47,0.71,9.23,13.4,109.0,95.4,23.1,278.0,23.5,29.1,49.1,1088.0,25.8,100.0,3.81,1.48,411.0,16.6,39.0,5.49,25.3,6.31,1.88,5.84,0.8,4.65,0.96,2.49,0.37,2.41,0.36,2.64,0.24
INTRAPLATE VOLCANICS,44.75,90.375,SAE,s_SHJ-35-3 [19825],49.39,0.9,17.93,12.29,7.53,3.8,0.18,3.91,3.02,0.7,9.03,12.7,128.0,95.0,22.2,270.0,21.7,28.6,54.9,1040.0,25.7,100.0,3.87,0.52,387.0,16.8,39.0,5.5,24.8,6.19,1.84,5.71,0.78,4.58,0.94,2.46,0.36,2.36,0.35,2.61,0.25
CONTINENTAL FLOOD BASALT,82.1595,-68.3945,SAE,s_SE 2/99 [19858],49.29,3.3,12.84,11.89,7.67,3.68,0.29,1.54,2.52,1.17,14.81,8.0,0.0,150.0,23.0,166.0,26.0,18.0,40.22,539.63,38.0,181.0,22.6,0.9,966.0,35.1,83.9,10.5,47.4,10.47,5.72,9.75,1.45,7.36,1.27,3.29,0.434,2.66,0.382,4.3,1.7
CONTINENTAL FLOOD BASALT,82.1595,-68.3945,SAE,s_SE 3/99 [19858],49.37,3.31,12.95,11.84,7.62,3.63,0.3,1.39,2.67,1.15,14.77,0.0,0.0,148.0,23.0,172.0,13.0,27.0,39.92,547.57,36.0,183.0,23.1,1.0,982.0,35.3,83.5,10.5,46.89,10.35,5.75,9.76,1.44,7.5,1.31,3.34,0.447,2.68,0.384,4.3,1.67
CONTINENTAL FLOOD BASALT,82.0,-68.0,SAE,s_SE 10/99 [19858],49.79,3.35,12.94,11.73,7.73,3.63,0.28,1.35,2.82,1.17,14.23,5.0,0.0,153.0,24.0,166.0,23.0,28.0,37.84,553.22,36.0,185.0,23.1,0.9,990.0,36.2,86.0,10.8,48.24,10.65,5.87,10.0,1.5,7.66,1.36,3.53,0.46,2.76,0.392,4.5,1.73
CONTINENTAL FLOOD BASALT,82.33,-66.1525,SAE,s_SE 15/99 [19858],47.07,3.79,13.24,12.55,9.6,4.84,0.2,0.85,2.78,0.45,14.27,35.0,37.0,132.0,26.0,384.0,50.0,53.0,21.59,514.67,34.0,210.0,29.8,0.3,378.0,29.0,66.6,8.01,34.46,7.85,2.85,7.79,1.28,6.82,1.2,3.14,0.41600000000000004,2.46,0.341,5.1,2.29
CONTINENTAL FLOOD BASALT,82.33,-66.1525,SAE,s_SE 17/99 [19858],47.88,3.68,13.39,10.286,9.49,4.51,0.2,0.9,2.88,0.44,13.52,29.0,41.0,127.0,25.0,328.0,24.0,50.0,22.45,535.54,34.0,212.0,31.2,0.4,379.0,29.5,68.6,8.21,35.79,8.13,2.9,7.94,1.27,6.9,1.21,3.22,0.436,2.58,0.349,5.2,2.4
CONTINENTAL FLOOD BASALT,82.0,-68.0,SAE,s_SE 23/99 [19858],48.42,3.4,13.76,11.62,9.27,4.9,0.21,0.94,2.92,0.39,13.67,29.0,37.0,142.0,27.0,333.0,32.0,43.0,25.84,515.33,31.0,222.0,30.3,0.6,367.0,28.7,66.3,7.94,34.06,7.73,2.74,7.67,1.21,6.61,1.17,3.12,0.423,2.53,0.355,5.4,2.3
CONTINENTAL FLOOD BASALT,82.1477,-67.9783,SAE,s_SE 41/99 [19858],48.3,3.37,13.84,12.71,9.41,4.86,0.2,0.81,2.92,0.39,13.48,31.0,33.0,136.0,25.0,339.0,31.0,53.0,23.75,525.39,30.0,222.0,30.4,0.6,371.0,28.7,66.1,7.91,34.1,7.71,2.75,7.54,1.21,6.51,1.16,3.09,0.41700000000000004,2.47,0.344,5.3,2.29
CONTINENTAL FLOOD BASALT,82.0453,-67.9868,SAE,s_SE 42/99 [19858],48.4,3.36,13.91,10.67,9.42,4.93,0.2,0.9,2.91,0.39,13.43,35.0,30.0,125.0,23.0,337.0,29.0,51.0,23.93,522.62,34.0,220.0,29.6,0.4,359.0,28.3,65.1,7.84,33.89,7.67,2.74,7.46,1.22,6.48,1.17,3.12,0.423,2.53,0.34700000000000003,5.2,2.23
INTRAPLATE VOLCANICS,44.29,115.5,SAE,s_09ABG01 [19871],45.49,3.3,12.63,12.44,9.51,8.2,0.17,1.37,3.55,0.93,12.97,158.2,52.54,148.3,19.06,233.6,172.7,54.82,19.55,920.5,25.84,264.4,62.52,0.43,738.5,47.53,100.7,12.37,51.43,10.35,3.27,8.99,1.29,6.25,1.05,2.43,0.29,1.66,0.24,5.88,3.67
INTRAPLATE VOLCANICS,44.29,115.5,SAE,s_09ABG11 [19871],45.04,3.49,11.22,11.89,9.33,9.11,0.17,1.28,3.38,0.73,12.67,224.8,65.49,145.6,20.91,259.0,302.4,55.54,20.75,793.6,28.11,287.9,50.32,0.4,509.7,38.91,86.01,11.16,47.54,9.93,2.99,8.81,1.32,6.28,1.1,2.51,0.31,1.78,0.25,6.53,3.11
INTRAPLATE VOLCANICS,44.29,115.5,SAE,s_09ABG08 [19871],45.83,3.38,12.55,12.62,8.38,8.29,0.15,1.64,4.56,1.06,12.26,188.1,34.56,162.6,16.07,214.5,239.6,48.64,28.55,1132.7,29.09,310.4,77.15,0.67,742.2,59.65,133.1,16.69,70.61,13.34,4.05,10.96,1.55,6.99,1.13,2.5,0.3,1.64,0.22,8.78,4.91
INTRAPLATE VOLCANICS,44.29,115.5,SAE,s_09ABG19 [19871],45.25,3.1,11.14,9.79,9.19,10.84,0.2,1.46,2.65,0.83,12.31,326.3,76.38,138.2,21.95,246.5,357.9,61.38,21.08,788.5,27.86,256.7,47.15,0.2,657.8,39.08,86.77,11.07,47.72,9.66,3.01,8.8,1.27,6.24,1.08,2.54,0.32,1.77,0.25,5.54,2.69
INTRAPLATE VOLCANICS,44.29,115.5,SAE,s_09ABG09 [19871],49.04,2.92,13.81,13.14,9.09,7.07,0.15,1.61,3.32,0.66,12.57,99.01,59.28,137.7,19.65,245.7,146.8,47.2,27.51,704.8,24.41,210.0,39.65,0.23,529.8,30.84,66.41,8.38,36.4,8.01,2.52,7.42,1.1,5.51,0.96,2.25,0.31,1.68,0.25,4.87,2.31
INTRAPLATE VOLCANICS,44.29,115.5,SAE,s_09ABG10 [19871],47.46,2.88,12.12,9.44,9.22,9.43,0.17,1.58,3.09,0.66,12.4,220.9,56.27,133.3,21.01,245.7,309.9,54.33,25.8,686.0,23.36,234.6,44.03,0.34,521.3,33.73,74.02,9.39,39.9,8.21,2.58,7.45,1.1,5.43,0.93,2.16,0.27,1.6,0.22,5.41,2.67
INTRAPLATE VOLCANICS,44.29,115.5,SAE,s_09ABG18 [19871],47.99,2.81,12.41,7.05,8.83,9.2,0.17,1.53,2.76,0.63,12.28,248.1,55.12,136.7,20.89,246.5,314.1,56.57,27.55,669.6,24.22,230.9,41.0,0.18,689.5,31.94,69.37,8.84,37.77,7.92,2.49,7.18,1.09,5.31,0.96,2.2,0.28,1.62,0.24,5.02,2.41
ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),-28.0,121.0,SAE,s_UB4 [19865],48.59061769,1.0990129240000002,15.46758929,9.52,10.25745395,7.6116820999999995,0.203520912,0.162816729,2.727180218,0.0814,12.42,114.79204340000001,116.2237136,65.93,41.10183221,280.9953349,164.2570909,64.84706981,1.789840207,101.6646327,23.3038961,58.98641465,2.5421979869999998,0.27954779,19.35236928,3.120494085,8.383817664,1.34867531,6.904145635,2.283761993,0.871208333,2.970880231,0.5457306160000001,3.559938058,0.7970261740000001,2.327601554,0.34042638,2.201578192,0.343115371,1.549523161,0.17105943199999998
ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),-28.0,121.0,SAE,s_MN239  [19865],49.78824502,0.692077265,11.56905278,9.49,8.191302551,15.08108666,0.20659022800000001,0.062,0.857349447,0.0207,12.18,315.23,129.38,67.0,30.93,226.02,817.67,81.56,1.6,173.18,14.39,34.92,1.36,0.49,24.16,1.86,4.66,0.78,4.1,1.42,0.52,1.81,0.34,2.24,0.5,1.46,0.21,1.38,0.21,0.92,0.1
ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),-28.0,121.0,SAE,s_PH107  [19865],50.13774105,0.520355066,13.74349556,9.3,10.98867463,11.39679625,0.173451689,0.0918,1.9589837769999998,0.051015202999999995,9.84,242.6943005,31.23830016,57.36801036,34.28173455,205.06053899999998,1084.724801,83.02847224,0.7301122959999999,94.73773433,12.10237102,25.57453852,0.933355432,0.227895779,28.18961308,1.356691279,3.31094627,0.508408856,2.550075475,0.953237042,0.40255719799999995,1.31360715,0.277174592,1.92725432,0.474135433,1.3521085369999999,0.191154203,1.288009048,0.20127121899999997,0.785735215,0.11599871099999999
